Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,$75K-$122K (Glassdoor Est.),"In a brand-new award, Falconwood will be providing support to the NAVAIR Digital Group slated to begin mid-August 2020. NAVAIR Digital Group leads the digital transformation of NAVAIR and works to accelerate and scale digital/analytic technologies and capabilities across the NAVAIR Enterprise to increase speed in the delivery and sustainment of warfighting capability. The Digital Group delivers and executes command-wide strategies that align activities and provides the workforce with agile self-service infrastructure, data accessibility, visualization and analytic tools, and digital/IT services to rapidly research, create, deploy, integrate, and maintain, applications, enterprise solutions, and other digital capabilities.
1 Senior Position and 1 Journeyman Position

Develop analytics methods and processes
Identifies appropriate methods and tools to extract knowledge from data
Leverages large volumes of data to answer challenges; prepares data for use in predictive and prescriptive modeling (data cleansing)
Automates organizational work through scripts for data processing and analytics; develops and applies algorithms and machine learning methods
Applies analytic methods and software tools to design and develop analytic programs
Performs mathematical modeling
Building predictive models utilizing R
Utilize Python to create mathematical models, statistics, graphs, and databases

Active Secret Clearance or higher
Associate’s Degree plus 4 years’ additional work experience or demonstrated specialized expertise may be substituted for a Bachelor’s Degree
6 years’ additional applicable work experience or demonstrated specialized expertise may be substituted for a Bachelor’s Degree
Bachelor’s Degree plus 4 years additional work experience or demonstrated specialized expertise may be substituted for a Master’s
Journeyman- (3) to ten (10) years of experience performing work related to the labor category functional description and a BA/BS degree in the applicable functional area.
Senior- (10) years of related experience and a BA/BS or MA/MS degree in the applicable functional area",-1,"Falconwood, Inc. Headquarters","Washington, DC",-1,-1,-1,-1,-1,-1
Marketing Data Scientist,$75K-$122K (Glassdoor Est.),"Why Choose A Career with Designer Brands?


Empowering associates and building strong teams poised to disrupt the retail and footwear landscape through positive change is at the core of who we are at Designer Brands.
Invested in helping our associates learn, develop, achieve and grow into strong leaders
Shared commitment to creating a culture fueled by engagement, excitement, optimism and fun
Dedicated to giving back and community involvement

About Designer Brands:


Designer Brands Inc. is one of North America’s largest designers, producers and retailers of footwear and accessories.
Designer Brands Inc. operates a portfolio of retail concepts in nearly 1,000 locations under the DSW Designer Shoe Warehouse, The Shoe Company, and Shoe Warehouse brands and operates leased locations in the U.S through its Affiliated Business Group.
Designer Brands designs and produces footwear and accessories through Camuto Group, a leading manufacturer selling in more than 5,400 doors worldwide.

Job Segment:
Database, Developer, Computer Science, Java, Technology, Marketing",3.3,"DSW
3.3","Columbus, OH",10000+ Employees,1969,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$2 to $5 billion (USD)
QC Scientist II IPC BSD,$75K-$122K (Glassdoor Est.),"QC Scientist II IPC BSD

The Swiss based Bachem Group is a public, innovation-driven company specializing in the development and manufacturing of pepTides and oligonucleoTides. As a full service provider Bachem offers products for clinical development and commercial applications as well as a comprehensive catalog and exclusive custom synthesis. With 50 years of experience and subsidiaries in Switzerland, the United States, the United Kingdom and Japan, Bachem is the partner of choice for the biotech and pharma industry worldwide.
Bachem. Leading Partner in Tides

In order to continue our organic growth, we are constantly looking for talent.

Your Responsibilities

The QC Scientist II performs laboratory day-today operations, guides and interacts with QC and

department personnel to accomplish goals and objectives as directed by supervisor. Other duties

i include performing raw material testing, final product testing, QC documentation and related GMP

activities.

Your Tasks
Maintain and perform daily operations of the QC on a daily basis in coordination with the QC Director/Supervisor to include testing of raw material/peptide samples and prioritizing projects
Write and work with other QC Staff and other Department in the creation and approval of control documents such as specifications, SOPs, STMs, etc.
Maintain and perform regular verification of the QC equipment for GMP compliance regularly in coordination with QC Director / Supervisor
Implement and maintain GMP procedures such as following SOP’s, Standard Testing Procedures (STP’s), written procedure and maintaining proper documentation as necessary for Quality Control
Test, review, and release raw material used in the manufacturing facility for GMP. Performing analytical analysis and reviewing data for completeness and accuracy
Receive, test and release final product peptide manufactured at Bachem
Test and release in-process control samples used in the manufacturing facility for GMP. Performing analytical analysis and reviewing data for completeness and accuracy
Maintain a cGMP quality level of work for the QC operations to include training, documentation and procedural work
Write/revise specifications as necessary, performing analytical analysis and reviewing data for completeness and accuracy
Write standard operating procedures, standard test procedures and other related GMP documentation
Implement and maintain GMP procedures such as following written procedure and maintaining proper documentation as necessary for Quality Control
Perform QC analysis to include: HPLC, UPLC, Water, Mass Spec, UV, GC, melting point, Optical Rotation, TLC and misc. wet chemistry lab work and other related analytical equipment used for control quality of the GMP facility. This work may include calibration and validation of these methods
Control raw material used in the manufacturing facility for GMP to include receiving, quarantine, testing and QC release
Investigate any deviation or out of specification as necessary related to QC work performed as instructed by supervisor
Execute validations as necessary to include QC Analytical methods performed, other validations to support the quality of the manufacturing facility
Follow safety guidelines for handling, disposal and use for a peptide manufacturing company using toxic and/or large volumes of chemicals
Support validation, and stability as necessary to include but not limited to analytical work, documentation and quality GMP procedures
Your Profile
Bachelor’s Degree in Chemistry or related field
Minimum of 5 years’ experience in the GMP industry
Use of analytical techniques/ instruments, such as, HPLC, GC, etc. and computer skills
Excellent written and oral communication skills
Basic computer knowledge, including Microsoft Word, Excel and PowerPoint
Ability to effectively organize, multitask, and work in a fast-paced, deadline driven work environment
Ability to communicate in a proactive and solution-focused manner, including keeping management aware of potential issues
Detail oriented with the ability to troubleshoot and resolve problems
Ability to work independently and manage one’s time
Communicate effectively and ability to function well in a team environment
Ability to review Certificate of Analysis for Reagents for the creation of specification documents
Organization skills to support the department in the creation and approval of controlled documents in a timely manner
Flexibility of working hours based on business needs, may include some nights and occasional weekends


Preferred:
Experience with Peptides
Technical writing experience
Master’s degree in Chemistry or related field
Experience with Equipment Maintenance Programs
We Offer

You will be part of a motivated team overseeing the entire development cycle of respective APIs. If you

are looking for a new challenge and want to join a motivated team in an internationally renowned

company, you should seize this opportunity.

Nearest Major Market: San Diego",3,"Bachem
3.0","Vista, CA",501 to 1000 Employees,1971,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD)
"Translational Data Scientist, NIBR Translational Medicine",$75K-$122K (Glassdoor Est.),"20-Aug-2020

Job ID
300507BR
{""QuestionName"":""Job Description"",""AnswerValue"":""20. That’s how many years of data we have in our informatics systems! Enriched every day by more than 1000 Translational Medicine scientists. If you like data, there is no better place to be!

Who are we?

Our team of 30 Data Scientists are leveraging this data to accelerate drug development. NIBR Translational Medicine is in charge of creating data needed for submission of all Novartis drugs: Toxicology, DMPK, Phase I and II Clinical Trials, and most clinical Omics. We have one of the richest data pool in the Pharma world.
As a Translational Data Scientist, using your knowledge of research, you will analyze the Translational Medicine data landscape, and design ways to integrate data to speed up its analysis and the project delivery. Creating new capacities for Translational Medicine teams by easing access to data, relevant algorithms, and visualizations as part of the Novartis Digital Strategy, you will make drug development faster.

Your main responsibilities will be to:
• Organize access to data via APIs, applications and textual and graphical representations of the data in close collaboration with data scientists. Build application Proof of Concepts with selected scientists, organize scale up with relevant partners and release to NIBR community.
• Push community adoption of techniques and tools crafted by supporting power users and coordinating training sessions.
• Be a liaison between partners involved: scientific teams having data intensive needs, teams crafting enterprise solutions, internal and external partners producing similar solutions.
• Maintain expertise in methodologies for data handling, visualization and User Experience
• Mentor and encourage others to tackle problems
Posting Title
Translational Data Scientist, NIBR Translational Medicine",4,"Novartis
4.0","Cambridge, MA",10000+ Employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Science Analyst,$75K-$122K (Glassdoor Est.),"THE COMPANY

At Fannie Mae, futures are made. The inspiring work we do makes
an affordable home a reality and a difference in the lives of Americans. Every
day offers compelling opportunities to modernize the nation’s housing finance
system while being part of an inclusive team using new, emerging technologies.
Here, you will help lead our industry forward, enhance your technical
expertise, and make your career.

JOB INFORMATION

Under limited supervision, uses a variety of moderately complex techniques to produce insights, new product or change recommendations, process improvement or automation, and predictive modeling. Uses a variety of data mining, data analysis, statistical, and econometric methods to deploy new analytical capabilities and applications. Partners with existing data engineering and data management teams. Applies data mining techniques to external or created data sources in preparation for analysis or use of enterprise data assets.

KEY JOB FUNCTIONS
Collaborates with product/business owners, data engineers, and platform teams to understand needs and current capabilities, data availability and alternative uses.
Implements new statistical modeling capabilities as appropriate.
Applies predictive analytic capabilities to enhance the delivery of business applications to support the integration of data and statistical models or algorithms. Applies industry standard practices in research and testing to product development, deployment, and maintenance.
Designs new analytic applications to support risk measurement, financial valuation, decision making, and business performance.
Designs data visualizations, technical documentation and non-technical presentation material to communicate complex ideas and solutions to business partners.
EDUCATION

Education Level Required

Bachelor's degree or Equivalent

MINIMUM EXPERIENCE

4-6 years of relevant work experience

SPECIALIZED KNOWLEDGE & SKILLS
Experience with advanced quantitative methods techniques, such as regression, and Supervised Machine Learning methods strongly preferred.
Programming experience with data gathering and analytics packages such as: R or Python and machine learning required
Strong analytics skills, able to assess business need, define an analytic solution, and execute using analytics that range from excel tables - to statistical or machine learning analysis.
Strong communication skills, both written and oral.
Experience with technical writing preferred and track-record for strong presentations skills a plus
Experience with Multifamily lending risk analytics and models a plus
EMPLOYMENT

The future is what you make it to be. Discover compelling
opportunities at careers.fanniemae.com.

Fannie Mae is an Equal Opportunity
Employer, which means we are committed to fostering a diverse and inclusive
workplace. All qualified applicants will
receive consideration for employment without regard to race, religion, national
origin, gender, gender identity, sexual orientation, personal appearance,
protected veteran status, disability, age, or other legally protected status.
For individuals with disabilities who would like to request an accommodation in
the application process, email us at careers_mailbox@fanniemae.com.

Successful job applicants will be
required to successfully complete a background investigation.",3.9,"Fannie Mae
3.9","Washington, DC",5001 to 10000 Employees,1938,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Data Scientist,$75K-$122K (Glassdoor Est.),"Hi,

I'm Jaswanth from Ideal Source Inc leading global provider of information technology services company. We are looking for a Data Scientist with the below-mentioned requirement.

Job Role: Data Scientist

Location: Irving, TX

Contract: 6+ Months

Job Description:

Responsibilities Applies analytic methodologies and principles to address client needs.

Applies analytic techniques in the evaluation of project objectives and contributes to the implementation of strategic direction.

Performs analyst functions including data collection, interviewing, data cleansing, data modeling, project testing, and creation of performance measurements to support project objectives.

Performs data collection, interviewing, data cleansing, data modeling, project testing, and creation of performance measurements to support project objectives.

Required Knowledge, Skills and Experience

Excellent analytical skills Experience using SQL, Python, and R languages for statistical analysis

Experience using Tableau Desktop, Prep Builder and Reader for the generation, and viewing of data visualization dashboards

3 to 5 years of experience with a Bachelor's Degree in computer science, information systems management, mathematics, operations research, statistics, or engineering;

Preferred Skills Creative thinker Strong communication skills Excellent team skills.

Regards,

Jaswanth

Email: *************

""Ideal Source for an Ideal Resource""
www.idealsource.net

!!Please drop a mail if I miss your call !!",5,"Ideal Source
5.0","Irving, TX",1 to 50 Employees,2005,Company - Private,Beauty & Personal Accessories Stores,Retail,Less than $1 million (USD)
Data Scientist,$75K-$122K (Glassdoor Est.),"We are data detectives and our job is difficult because although we have Big Data, we exist in a persistent state of spatio-temporal data starvation. The work is fast-paced, highly iterative, and continuously trading off between what works and whats best. Along with our team of data scientists, youll work with product managers, sales, and software engineers to build data-driven products and solutions. If you enjoy working with data to build products and solve hard problems in creative ways, you will fit right in.

Responsibilities
Research and develop algorithms to model real-world systems and behavior based on actual observations
Conceive of, and implement, experiments to test hypotheses regarding (statistical) behavior of data and algorithms
Translate product management, engineering, and business constraints/queries into tractable data science questions
Work cross-functionally with software engineers to integrate data science models into production pipelines
Help develop, improve, and evangelize our data science knowledge base and infrastructure
Iterate rapidly on everything; all of the above happens in a relatively fast paced business driven environment, and you must be comfortable with that
Qualifications
US Citizen required (clearance eligible)
Masters degree in a STEM field (e.g., statistics, machine learning, computer science, physics, engineering)
An ability to communicate complex data science concepts and results in a readily-understood manner
Two years of demonstrable experience working with large and noisy datasets, and particular experience with datasets that have nevertheless have sparsity in some dimension (e.g., spatially, temporally) would be a big plus
Demonstrable experience implementing efficient data science models and deploying them in a production environment
Excellent coding skills (python with a solid familiarity with NumPy, SciPy, pandas strongly preferred)
Experience with git, GitHub, SQL, AWS (S3 and EC2), Docker, and Unix/Linux a big plus
projects all the way from prototype to production-ready.",3.2,"Q Systems
3.2","Palo Alto, CA",1 to 50 Employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Less than $1 million (USD)
Data Scientist,$75K-$122K (Glassdoor Est.),"By clicking the Apply button, I understand that my employment application process with Takeda will commence and that I agree with Takedas Privacy Notice, Privacy Policy and Terms of Use.

Job Description


Takeda is looking for a Data Scientist to join our Data Engineering and Artificial Intelligence team. We are looking for a Data Scientist who can use their Machine Learning, Deep Learning, Data Wrangling and Presentation skills to help deliver insights for our most difficult questions. You will work with the rest of the team to enable Takeda to continue its journey of data maturity, delivering outputs while educating others. You will be helping to solve some of the biggest question at Takeda and for healthcare in general.

Are you looking for a patient-focused, innovation-driven company that will inspire you and empower you to shine? Join us as a Data Scientist in our Cambridge, MA location.

POSITION OBJECTIVES:
Apply machine learning, deep learning and other advanced techniques while performing Data Analysis engagements. This is against structured and un-structured data sets, at small and large scale.
Independently perform complex analysis using modern Data Science techniques against structured or unstructured data to generate insights.
Provide mentorship to other Data Engineers, Data Scientists and Data Specialists across R&D and Vaccines at Takeda as we elevate our data IQ across the organization.
Deliver critical analysis against Takedas toughest data problems to give us critical insight to the organizations largest questions.
POSITION ACCOUNTABILITIES:
Perform machine learning, deep learning and other advanced data techniques at a level of quality that can be defended to peers across organizations.
Introduce novel and state-of-the-art computational techniques to other teams and scientists to improve capabilities for data analysis with the purpose of deriving better insights from available datasets.
Understanding and usage of different Supervised and Unsupervised learning techniques, their biases, how and when to apply them and which methods are the best for a particular analysis.
Ability to wrangle raw data sets into a format that can have advanced methods applied against the resulting data.
Work independently to solve difficult technology and data problems.
Demonstrate usage of advanced tooling and techniques to other technical organizations throughout the company.
EDUCATION, BEHAVIORAL COMPETENCIES AND SKILLS:

Required
Masters Degree or PhD in Computer Science, Data Science or equivalent
3+ years experience or a PhD and relevant project / coursework
Expertise with the Application of Machine Learning and / or Deep Learning
Up-to-date knowledge of data wrangling and analysis technologies
Experience with Spark
Ability to manipulate voluminous data with different degree of structuring across disparate sources to build and communicate actionable insights for internal or external parties
Possesses strong personal skills to portray information
Ability to work in an agile and rapid changing environment with high quality deliverables
Experience with two of the following languages: Python, R, Java or Scala
Experience with deep learning frameworks: TensorFlow, MX Net
Working knowledge of SQL and NoSQL datastores
Preferred
Experience in a scientific environment
Experience with Reinforcement Learning
WHAT TAKEDA CAN OFFER YOU:
401(k) with company match and Annual Retirement Contribution Plan
Tuition reimbursement Company match of charitable contributions
Health & Wellness programs including onsite flu shots and health screenings
Generous time off for vacation and the option to purchase additional vacation days
Community Outreach Programs
Empowering Our People to Shine

Discover more at takedajobs.com

No Phone Calls or Recruiters Please.

#LI-JV1

Locations


Cambridge, MA

Worker Type


Employee

Worker Sub-Type


Regular

Time Type


Full time",3.7,"Takeda
3.7","Cambridge, MA",10000+ Employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
"Scientist, Preclinical PK/ADME",$75K-$122K (Glassdoor Est.),"Sutro Biopharma, Inc. is looking for energetic and talented individuals to join its multidisciplinary research and development team. You will be working to develop new processes to maximize our technology and enhance our internal and collaborative product development initiatives in a fast-paced environment.

Responsibilities
Scientific leadership, design, analysis, interpretation and reporting of PK, metabolism, and disposition of investigational therapeutics in pre-clinical species to guide candidate selection for further development.
Represent the DMPK function in project teams. Develop plans for preclinical DMPK analyses, modeling, and expertise to all project teams across all stages of research and preclinical development.
Assist with the management of CROs for ADME and DMPK studies.
Work with internal teams and CROs for development of bioanalytical assays and sample analysis.
Qualifications
A Ph.D. in pharmaceutical sciences or related fields with 3 years, or a MS/BS degree with 5+ years of relevant industry experience preferably obtained from research-based pharmaceutical companies.
Extensive training and experience in all aspects of DMPK study conduct, including study design, execution, interpretation and reporting, in vitro/in vivo PK and ADME methods, animal models, inter-species scaling.
Hands-on proficiency in PK analysis (Analyst, WinNonlin/Phoenix etc.) is required. Expertise in small and large molecules is a must.
Must have strong technical understanding of bioanalytical assays using LC-MS/MS and plate-based systems.
Experience in DMPK project leadership and overall preclinical development is desired
Experience in the outsourcing and external oversight of DMPK and ADME studies conducted by CROs.
Experience with integrating pre-clinical DMPK data to inform clinical pharmacology plans and authoring relevant sections of regulatory documents in support of submissions for early stages of development such as IND/CTA is a plus.
Must be highly analytical, decisive, goal-oriented, and timeline sensitive while maintaining the highest of scientific and ethical standards.
Must have excellent verbal and written communication skills and be comfortable with working in a multi-disciplinary team with influence.
Please submit resume forReq. #2043 to jobs@sutrobio.com. Please visit our website at www.sutrobio.comfor more information. Local candidates, SF Bay Area.

Sutro provides a competitive benefits package that includes a choice of health, dental, and vision insurance, life insurance, flexible spending accounts, 401K plan, PTO, ESPP (Employee Stock Purchase Plan) and stock options.

Sutro Biopharma is committed to the diversity of our team and we are committed to Equal Employment Opportunity without regard for race, ethnicity, gender, protected veteran status, disability, sexual orientation, gender identity or religion.

Salaries listed on jobsites may not be representative of salary ranges at Sutro Biopharma.

Please be advised, inquiries or resumes from recruiters will not be accepted.",4.3,"Sutro Biopharma
4.3",United States,51 to 200 Employees,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Senior Associate Scientist - Clinical & Diagnostic Assay Development group,$75K-$122K (Glassdoor Est.),"Why Patients Need You


Pfizer’s purpose is to deliver breakthroughs that change patients’ lives. Research and Development is at the heart of fulfilling Pfizer’s purpose as we work to translate advanced science and technologies into the therapies and vaccines that matter most. Whether you are in the discovery sciences, ensuring drug safety and efficacy or supporting clinical trials, you will apply cutting edge design and process development capabilities to accelerate and bring the best in class medicines to patients around the world.

What You Will Achieve


As a Senior Associate Scientist, you will be at the center of our operations and you’ll find that everything we do, every day, is in line with an unwavering commitment to quality. You will assist with development and qualification of bioanalytical methods in support of characterization, toxicology and stability studies for bioprocess and formulation development of early phase vaccines.

Your significant experience of applying knowledge of principles, concepts, and practices of the discipline will make you a critical member of the team. You are proactive in contributing to all team discussions and creating an environment of collaboration.

It is your innovative scientific temperament that will help in making Pfizer ready to achieve new milestones and help patients across the globe.

How You Will Achieve It
Contribute to achievement of immediate work group goals and may undertake collaborations with other team members.
Gather inputs from colleagues, literature, and additional resources to assist in driving the project forward.
Assist with the development of robust and reliable ligand binding and cell-based assays suitable for characterizing the disposition and Immunogenicity of biotherapeutics in various matrixes using a range of potential platforms and assay techniques.
Advance bioanalytical capabilities to improve efficiency, cost effectiveness and appropriateness of assay for discovery and development stage assets.
Deliver concentration and immunogenicity data to Pharmacokinetics, Dynamics & Metabolism (PDM) BioTX principal investigators and other partners.
Perform data analysis and interpretation and draw conclusions regarding progress and results of work, utilizing the data for appropriate decision making.
Ensure Good Laboratory Practices {part of GxP} compliance is maintained in laboratory during study support.
Author technical documents, e.g. Standard Operating Procedures, data summary reports and Bioanalytical procedures.
Qualifications
Must-Have
Bachelor's Degree
3+ years of experience
Strong technical abilities and skilled in developing and performing automated plate-based pharmacology assays, enzyme kinetics and understanding inhibitors
Knowledge and hands-on experience developing ligand-binding assays, utilizing various platforms and demonstrated analytical problem solving skills
Broad understanding and skill in areas of bioanalytical laboratory techniques for biotherapeutics
Excellent communication skills and ability to work across a matrix team
Nice-to-Have
Industry experience with a focus in biotherapeutics
Good understanding or experience in the Quality Control review of work conducted in a regulated laboratory
Skills in other areas, such as RT-PCR, digital PCR, cell-based assays and/or reagent characterization
Last Date to Apply: September 16,2020
Eligible for Employee Referral Bonus
Sunshine Act

Pfizer reports payments and other transfers of value to health care providers as required by federal and state transparency laws and implementing regulations. These laws and regulations require Pfizer to provide government agencies with information such as a health care provider’s name, address and the type of payments or other value received, generally for public disclosure. Subject to further legal review and statutory or regulatory clarification, which Pfizer intends to pursue, reimbursement of recruiting expenses for licensed physicians may constitute a reportable transfer of value under the federal transparency law commonly known as the Sunshine Act. Therefore, if you are a licensed physician who incurs recruiting expenses as a result of interviewing with Pfizer that we pay or reimburse, your name, address and the amount of payments made currently will be reported to the government. If you have questions regarding this matter, please do not hesitate to contact your Talent Acquisition representative.
EEO & Employment Eligibility

Pfizer is committed to equal opportunity in the terms and conditions of employment for all employees and job applicants without regard to race, color, religion, sex, sexual orientation, age, gender identity or gender expression, national origin, disability or veteran status. Pfizer also complies with all applicable national, state and local laws governing nondiscrimination in employment as well as work authorization and employment eligibility verification requirements of the Immigration and Nationality Act and IRCA. Pfizer is an E-Verify employer.
Research and Development",4.1,"Pfizer
4.1","Pearl River, NY",10000+ Employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Head of Data Science & Analytics - Digital Health R&D Oncology,$75K-$122K (Glassdoor Est.),"Job Description : Head of Data Science and Analytics - Digital Health R&D Oncology

Digital health, the point at which healthcare, technology, data and analytics converge, is the subject of great promise, with the World Health Organisation believing it has the potential to improve health for everyone. At AstraZeneca, weve been working hard to make this a reality, with the years of experience we have accumulated enabling us to now embed digital health at scale across R&D. To achieve our goal of improving patient experience and outcomes AstraZeneca has Digital Health as one of top 4 strategic priorities for the company, details on digital health strategy can be found here .Oncology is the largest therapeutic area within AstraZeneca and second highest cause of death globally, with AstraZenecas ambition to eliminate cancer as a cause of death.

The Head of Data Science and Analytics for Digital Health R&D will be a key leader to drive our digital health strategy through data and analytics, helping to design and lead the data and analytic planning and implementation across Digital Health R&D Oncology programs. This includes but is not limited to: digital therapeutic analysis plans, real world evidence analysis, psychometric analysis, and ML/AI to support more efficient identification of treatment benefits vs harms (e.g. signal detection of treatment emergent adverse events, disease progression, construction of novel endpoints to characterize safety and tolerability) and Disease Management algorithms for Oncology. Responsible for building and leading a novel data science team with a global footprint through a combination of internal FTE and strategic external partnerships. Adopting a DevOps approach working with engineers and developers to release analytical models that are repeatable and scalable. Recognised externally as a thought leader and expert within own area of specialization.

Typical Accountabilities
Lead a talented technical team, working with the head of Oncology Digital health to develop the strategy for digital health solutions in Oncology and lead the implementation of data science and analytics solutions that can help patients get better outcomes in Oncology.
Design and lead both the data & analytic planning, including oversight of implementation across all Digital Health R&D programs.
This includes but is not limited to: digital therapeutics analysis plans, real world evidence analysis, psychometric analysis, and ML/AI to support more efficient identification of treatment benefits vs harms (e.g. signal detection of treatment emergent adverse events, disease progression, construction of novel endpoints to characterize safety and tolerability) as well as, disease management systems for Oncology
Design and implement ML information extraction
Probabilistic matching algorithms and models
Research and develop innovative, scalable solutions
Identify data sources and analyze large, complex datasets to extract insight
Partner with key internal stakeholder to deliver: IT, Biometrics, partner data science functions
Collaborate with R&D Data Hub leadership to ensure data is standardised, integrated and exposed in a way that facilitates the goals of the advanced analytics programme
Develop and implement a standardised framework for analytics projects, from requirements capture through to benefits demonstration
Define and implement strategies for managing analytical models and monitoring their performance over time
Championing the development of infrastructure and analytics environments that facilitate the delivery of value from the Data Science and Analytics team.
Drive key advanced analytics project delivery decisions, such as whether to buy versus build
Provides input to the Digital Health R&D Strategy and Oncology TA Strategy from a Data Science perspective
Leads, mentors, evaluates and develops the team within Data Science & Analytics to ensure that the area achieves its objectives and complies with all relevant regulations and laws
Essential
MSc/PhD in Statistics, Mathematics, Data Science relevant field with experience in pharma/healthcare or other relevant area
Conceptual, analytical and strategic thinking
Creative, innovative, solution-focused
Curious, embraces new ways of problem solving, new ideas, new ways of working
Expertise and experience with development and applications of software as a medical device
Managerial experience of both data scientists and engineering teams
Strong communication skills and ability to build relationships
Ability to serve as translator between scientific problems to data science solutions
Ability to apply expertise to complex problems, problem solving and with a quality focus
Proven leadership promoting motivation and empowering others to accomplish individual, team and organizational objectives
Experience working with and architecting analytics solutions in AWS
Experience defining strategies and approaches to AI/ML model monitoring, maintenance and management
Experience delivering AI/ML models from conception, through development and into production
Desirable
Experience working with IT partners for business solutions
Able to manage to budget and productivity targets/responsibilities.
Expert problem solving and conflict resolution.
Diligence attention to detail and ability to manage a program of concurrent activities
Resilience ability to overcome and motivate others in the face of a changing environment
Knowledge of the latest technical and regulatory expectations
Significant experience with NLP problems
Experience using AI/ML to combine data from multiple modalities in the pursuit of novel insights
Understanding of and experience with developing and delivering Explainable AI solutions",4,"AstraZeneca
4.0","Gaithersburg, MD",10000+ Employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Support Operations & Technologies Data Analyst,$75K-$122K (Glassdoor Est.),"Posted: Aug 20, 2020
Weekly Hours: 40
Role Number:
200185912
At Apple, we’re a diverse collection of thinkers and doers, continually reimagining our products, systems, and practices to help people do what they love in new ways. Everything we build is the result of people in different roles and teams working together to make each other’s ideas stronger. That passion for innovation that goes into our products also applies to our internal practices, strengthening our dedication to leave the world better than we found it.

Are you passionate about building an extraordinary customer experience? The Support Operations and Technologies Data team is looking for a dynamic and motivated candidate for the role of a Data Developer/Analyst. This role will require partnering with multi-functional teams to analyze data and processes to provide opportunities and insights that improve the operation our global contact center teams.

This role is located on our campus in Austin, Texas.
Key Qualifications
3+ years of data analytics or business analytics experience
Aptitude for synthesizing complex data into key components that drive informed decisions
Excellent time-management skills
Exceptional project management skills
Flexible and able to multitask in a deeply dynamic business
Extraordinary analytic, problem solving, and written/oral communication skills
Strong Tableau experience
Experience with database platforms and reporting tools such as SQL, Teradata, Hadoop, Oracle, and/or MemSQL
Well-organized, detail oriented with excellent follow through
Excellent analytical mentality and attention to detail, especially in predicting and preventing potential future challenges
Ability to maintain a global perspective and see beyond current issues in order to understand downstream impacts of decisions
Self-motivated, driven individuals who are comfortable working in a global, fast-paced, often ambiguous environment with the ability to work with multi-functional teams
Great teammate with a positive attitude, high emotional intelligence and the ability to make decisions
Deep understanding of AppleCare Support preferred
Description
Our Data Analysts become experts in AppleCare’s systems and processes to help motivate change across the world. In collaboration with the business, you will develop data-driven approaches to distill big data into action. As the authority in AppleCare Support Data you will define requirements for the data points captured across AppleCare Support technologies and applications. You will partner with other organizations to ingest and validate data, and assist in educating consumers in utilizing the data effectively.

You will think creatively and strategically, executing AppleCare Support strategies to make definitive and measurable improvements in support of the global Contact Center. You will provide leadership in a multi-functional environment to articulate data requirements to senior leadership, product owners, and business customers.

The ability to think out of the box and influence peers and management with data driven models is a must have.

You are able to maximize data development using appropriate tools, standard methodologies, and techniques, to create quality data at the right time and place to support decisions is a measure of success for this role.

Excellent verbal and written communication & presentation skills is desired.
Education & Experience
Bachelors or Masters degree in Mathematics, Statistics, Computer Science, Operations Research, Data Analytics, or related quantitative social/physical science field.",4.2,"Apple
4.2","Austin, TX",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
